BOREHOLE_NAME,BOREHOLE_ID,DEPTH_REFERENCE_ID,DEPTH_REFERENCE_TYPE_ID,INTERVAL_COLLECTION_ID,INTERVALNO,INTERVAL_BEGIN,INTERVAL_END,CONSTRUCTION_NAME,CONSTRUCTION_TYPE_ID,DESCRIPTION,TEXT,CODE,ORDERBY,NGIS_CODE,SOURCE,URI,ENTRYDATE,ENTEREDBY,UPDATEDBY,LASTUPDATE
RN019449,636124,79015,3,31271,2129007,268.0,293.0,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019449,636124,79015,3,31271,2129008,293.0,297.0,2mm gravel pack,6,"Material reinserted inside the void or existing lining (eg, backfill and packer).",void fill,void_fill,6,VFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019450,636118,79012,3,31272,2129009,-1.0,6.8,protector,4,"Fittings used to protect the borehole from damage (eg, casing); recommended minimum casing standard.",protection,protection,4,PROT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/protection,2016-08-16 11:03:57,BOREHOLE_A,,
RN019450,636118,79012,3,31272,2129011,76.0,82.0,screen,2,"Part of a borehole construction that allows intake of groundwater (eg, screen and slotted casing).",inlet,inlet,2,INLT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/inlet,2016-08-16 11:03:57,BOREHOLE_A,,
RN019450,636118,79012,3,31272,2129012,82.0,88.0,sump,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019450,636118,79012,3,31272,2129013,88.0,97.0,void,5,A hole excavated to intercept groundwater.,void,void,5,VOIC,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void,2016-08-16 11:03:57,BOREHOLE_A,,
RN019450,636118,79012,3,31272,2129014,0.0,12.0,cement,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019450,636118,79012,3,31272,2129015,12.0,68.0,unknown,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019450,636118,79012,3,31272,2129016,68.0,88.0,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019450,636118,79012,3,31272,2129017,88.0,97.0,2mm gravel pack,6,"Material reinserted inside the void or existing lining (eg, backfill and packer).",void fill,void_fill,6,VFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129019,-1.0,90.0,lining,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129020,90.0,96.0,screen,2,"Part of a borehole construction that allows intake of groundwater (eg, screen and slotted casing).",inlet,inlet,2,INLT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/inlet,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129021,96.0,156.0,sump,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129022,156.0,161.8,void,5,A hole excavated to intercept groundwater.,void,void,5,VOIC,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129023,0.0,7.0,cement,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129024,7.0,80.0,unknown,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129025,80.0,82.0,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129026,82.0,96.0,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129027,96.0,98.0,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129028,98.0,140.0,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129029,140.0,156.0,unknown,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019451,636122,79011,3,31273,2129030,156.0,161.8,unknown,6,"Material reinserted inside the void or existing lining (eg, backfill and packer).",void fill,void_fill,6,VFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129031,-1.0,5.8,protector,4,"Fittings used to protect the borehole from damage (eg, casing); recommended minimum casing standard.",protection,protection,4,PROT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/protection,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129032,-1.0,230.0,lining,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129033,230.0,240.0,screen,2,"Part of a borehole construction that allows intake of groundwater (eg, screen and slotted casing).",inlet,inlet,2,INLT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/inlet,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129034,240.0,290.0,sump,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129035,290.0,298.0,void,5,A hole excavated to intercept groundwater.,void,void,5,VOIC,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129036,0.0,5.8,cement,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129037,5.8,215.0,unknown,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129038,215.0,220.0,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129039,220.0,258.0,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129040,258.0,290.0,6mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019452,636119,79013,3,31274,2129041,290.0,298.0,6mm gravel pack,6,"Material reinserted inside the void or existing lining (eg, backfill and packer).",void fill,void_fill,6,VFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129042,-1.0,5.8,protector,4,"Fittings used to protect the borehole from damage (eg, casing); recommended minimum casing standard.",protection,protection,4,PROT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/protection,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129043,-1.0,48.0,lining,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129044,48.0,54.0,screen,2,"Part of a borehole construction that allows intake of groundwater (eg, screen and slotted casing).",inlet,inlet,2,INLT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/inlet,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129045,54.0,57.0,sump,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129046,57.0,110.0,void,5,A hole excavated to intercept groundwater.,void,void,5,VOIC,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129047,0.0,5.8,cement,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129048,5.8,44.0,unknown,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129049,44.0,46.0,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129050,46.0,56.0,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129051,56.0,57.0,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019453,636117,79016,3,31275,2129052,57.0,110.0,unknown,6,"Material reinserted inside the void or existing lining (eg, backfill and packer).",void fill,void_fill,6,VFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129053,-1.0,5.8,protector,4,"Fittings used to protect the borehole from damage (eg, casing); recommended minimum casing standard.",protection,protection,4,PROT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/protection,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129054,-0.9,86.0,lining,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129055,86.0,92.0,screen,2,"Part of a borehole construction that allows intake of groundwater (eg, screen and slotted casing).",inlet,inlet,2,INLT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/inlet,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129056,92.0,93.0,sump,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129057,93.0,99.0,void,5,A hole excavated to intercept groundwater.,void,void,5,VOIC,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129058,0.0,5.8,cement,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129059,5.8,24.0,unknown,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129060,24.0,25.0,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129061,25.0,76.0,unknown,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129062,76.0,81.0,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129063,81.0,93.0,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019454,636116,78992,3,31276,2129064,93.0,99.0,2mm gravel pack,6,"Material reinserted inside the void or existing lining (eg, backfill and packer).",void fill,void_fill,6,VFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019455,636303,79018,3,31277,2129065,-1.0,5.8,protector,4,"Fittings used to protect the borehole from damage (eg, casing); recommended minimum casing standard.",protection,protection,4,PROT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/protection,2016-08-16 11:03:57,BOREHOLE_A,,
RN019455,636303,79018,3,31277,2129066,-0.9,66.0,lining,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019455,636303,79018,3,31277,2129067,66.0,72.0,screen,2,"Part of a borehole construction that allows intake of groundwater (eg, screen and slotted casing).",inlet,inlet,2,INLT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/inlet,2016-08-16 11:03:57,BOREHOLE_A,,
RN019455,636303,79018,3,31277,2129068,72.0,92.8,sump,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019455,636303,79018,3,31277,2129069,0.0,33.0,cement,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019455,636303,79018,3,31277,2129070,33.0,58.0,backfill,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019455,636303,79018,3,31277,2129071,58.0,60.5,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019455,636303,79018,3,31277,2129072,60.5,92.8,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129073,-1.0,5.8,protector,4,"Fittings used to protect the borehole from damage (eg, casing); recommended minimum casing standard.",protection,protection,4,PROT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/protection,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129074,-0.9,73.0,lining,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129075,73.0,79.0,screen,2,"Part of a borehole construction that allows intake of groundwater (eg, screen and slotted casing).",inlet,inlet,2,INLT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/inlet,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129076,79.0,81.0,sump,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129077,81.0,83.0,void,5,A hole excavated to intercept groundwater.,void,void,5,VOIC,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129078,0.0,5.8,cement,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129079,5.8,67.0,unknown,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129080,67.0,70.0,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129081,70.0,81.0,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019456,636219,78991,3,31278,2129082,81.0,83.0,2mm gravel pack,6,"Material reinserted inside the void or existing lining (eg, backfill and packer).",void fill,void_fill,6,VFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129083,-1.0,5.8,protector,4,"Fittings used to protect the borehole from damage (eg, casing); recommended minimum casing standard.",protection,protection,4,PROT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/protection,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129084,-0.9,67.0,lining,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129085,67.0,73.0,screen,2,"Part of a borehole construction that allows intake of groundwater (eg, screen and slotted casing).",inlet,inlet,2,INLT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/inlet,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129086,73.0,75.0,sump,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129087,75.0,78.0,void,5,A hole excavated to intercept groundwater.,void,void,5,VOIC,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129088,0.0,5.8,cement,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129089,5.8,54.0,unknown,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129090,54.0,58.0,bentonite,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129091,58.0,75.0,2mm gravel pack,1,"Fill within the annulus between the lining and the surrounding geological material (eg, gravel pack, seal and grout).",annulus fill,"annulus_fill
",1,AFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/annulus_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019457,636220,79017,3,31279,2129092,75.0,78.0,2mm gravel pack,6,"Material reinserted inside the void or existing lining (eg, backfill and packer).",void fill,void_fill,6,VFIL,"National Groundwater Information System (NGIS)
",http://resource.geoscience.gov.au/classifier/ngis/constructiontype/void_fill,2016-08-16 11:03:57,BOREHOLE_A,,
RN019673,637299,75083,3,31280,2129093,-0.3,52.84,protector,4,"Fittings used to protect the borehole from damage (eg, casing); recommended minimum casing standard.",protection,protection,4,PROT,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/protection,2016-08-16 11:03:57,BOREHOLE_A,,
RN019673,637299,75083,3,31280,2129094,-0.3,216.0,lining,3,"Material inserted to line the inside of the void (eg, casing and pipe).",lining,lining,3,LIN,National Groundwater Information System (NGIS),http://resource.geoscience.gov.au/classifier/ngis/constructiontype/lining,2016-08-16 11:03:57,BOREHOLE_A,,
